"Masseinheit";"Leistung";"Geschlecht";"Altersklasse";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020"
"Absolutwert";"Ambulante Kurativbehandlung";"Mann";"46-50 Jahre";480.71;489.48;467.44;483.50;504.66;518.68;532.81;634.42;620.87;627.65;582.46
"Absolutwert";"Ambulante Kurativbehandlung";"Mann";"51-55 Jahre";554.58;565.74;514.07;546.93;583.43;617.92;657.47;804.80;790.51;811.94;754.68
"Absolutwert";"Ambulante Kurativbehandlung";"Mann";"56-60 Jahre";557.84;564.22;644.32;679.90;726.19;763.48;810.73;761.41;754.89;796.07;763.12
"Absolutwert";"Ambulante Kurativbehandlung";"Mann";"61-65 Jahre";599.91;607.37;679.80;700.70;736.30;757.77;795.76;777.07;763.80;801.20;771.75
"Absolutwert";"Ambulante Kurativbehandlung";"Mann";"66-70 Jahre";537.13;567.71;705.25;745.57;785.61;814.77;853.71;763.45;736.31;763.74;715.46
"Absolutwert";"Ambulante Kurativbehandlung";"Mann";"71-75 Jahre";478.91;498.05;569.56;614.38;668.90;722.18;773.85;828.40;811.90;846.13;797.69
"Absolutwert";"Ambulante Kurativbehandlung";"Mann";"76-80 Jahre";414.68;435.06;535.76;562.00;598.68;630.55;668.52;618.01;613.99;669.85;654.94
"Absolutwert";"Ambulante Kurativbehandlung";"Mann";"81-85 Jahre";256.18;273.06;315.12;342.23;372.84;397.42;414.67;426.58;415.14;442.59;419.44
"Absolutwert";"Ambulante Kurativbehandlung";"Mann";"86-90 Jahre";107.13;117.76;136.11;152.35;163.70;177.96;191.17;202.67;197.53;217.95;206.58
"Absolutwert";"Ambulante Kurativbehandlung";"Mann";"91-95 Jahre";26.45;32.35;37.84;42.10;47.76;52.36;55.08;65.35;64.87;72.17;67.48
"Absolutwert";"Ambulante Kurativbehandlung";"Mann";"96 und mehr Jahre";5.03;5.60;5.71;6.23;6.75;7.19;7.98;9.21;9.12;10.70;10.40
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"Altersklasse - Total";8955.02;9105.68;9503.46;9917.54;10447.26;10924.17;11386.25;11891.76;11657.61;12155.76;11261.43
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"0-5 Jahre";183.20;186.40;193.34;197.22;208.35;229.25;239.25;249.73;243.69;257.87;214.35
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"6-10 Jahre";109.75;111.63;116.66;123.23;133.04;142.85;153.54;156.82;154.08;163.32;140.59
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"11-15 Jahre";219.46;223.45;231.94;238.68;253.20;263.11;271.85;218.31;221.19;229.64;212.17
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"16-20 Jahre";446.90;447.36;442.52;451.00;473.69;497.38;513.72;570.62;577.63;595.08;555.45
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"21-25 Jahre";405.97;407.94;426.75;441.43;464.15;475.24;490.91;504.94;496.70;511.49;480.74
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"26-30 Jahre";517.15;521.00;526.45;547.55;577.64;601.69;625.89;730.24;721.55;743.21;697.96
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"31-35 Jahre";590.05;595.27;610.72;638.18;676.75;711.76;744.06;849.35;838.61;870.92;823.52
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"36-40 Jahre";677.76;672.50;572.00;593.81;622.84;649.15;681.77;776.78;767.11;799.37;751.86
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"41-45 Jahre";714.96;711.63;616.00;629.78;645.50;664.73;678.65;794.53;779.57;804.57;747.13
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"46-50 Jahre";715.12;728.15;650.76;677.64;706.51;733.24;751.69;877.67;849.33;860.75;787.73
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"51-55 Jahre";710.42;727.81;660.88;702.38;755.54;799.34;843.01;1007.71;984.28;1018.86;942.74
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"56-60 Jahre";635.61;642.46;743.18;779.04;821.07;864.79;911.14;902.32;895.53;947.34;890.86
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"61-65 Jahre";667.23;675.34;742.36;760.79;788.45;818.13;847.45;849.13;837.55;876.99;821.51
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"66-70 Jahre";620.90;649.54;826.23;862.36;900.68;932.75;969.76;842.05;811.96;839.48;768.90
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"71-75 Jahre";568.32;576.77;673.83;721.04;773.05;822.92;869.60;867.00;840.42;879.03;801.60
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"76-80 Jahre";537.40;549.56;704.44;737.21;775.11;798.96;837.60;725.26;715.32;768.35;721.33
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"81-85 Jahre";368.59;386.83;442.25;466.52;497.27;519.93;540.00;527.95;500.06;529.31;481.08
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"86-90 Jahre";193.26;208.96;228.89;243.93;259.45;273.67;286.61;302.00;289.13;312.42;284.45
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"91-95 Jahre";58.18;66.84;77.37;87.96;95.84;104.49;107.22;113.13;108.11;118.58;109.70
"Absolutwert";"Ambulante Kurativbehandlung";"Frau";"96 und mehr Jahre";14.80;16.23;16.90;17.80;19.12;20.79;22.51;26.22;25.79;29.20;27.77
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"Altersklasse - Total";2763.53;2788.52;2833.70;2925.49;3079.71;3378.04;3560.31;3662.72;3822.54;3886.68;3769.68
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"0-5 Jahre";27.33;23.59;24.13;23.42;30.54;30.03;25.36;21.06;23.96;23.06;22.76
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"6-10 Jahre";44.87;51.00;48.99;50.66;56.15;54.06;54.23;47.03;52.09;49.59;49.69
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"11-15 Jahre";47.79;47.74;44.82;47.34;51.15;52.96;65.25;63.80;68.78;65.43;61.92
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"16-20 Jahre";67.23;64.52;67.11;67.50;68.59;77.61;90.72;87.42;95.22;89.99;83.60
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"21-25 Jahre";68.86;71.83;74.95;79.61;82.51;86.55;95.64;95.90;103.12;96.75;92.27
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"26-30 Jahre";82.92;78.92;76.33;80.07;93.28;102.23;117.85;117.53;123.39;122.72;117.74
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"31-35 Jahre";100.39;100.36;93.16;106.81;120.58;127.50;139.46;141.20;146.88;148.13;148.08
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"36-40 Jahre";132.18;126.06;126.90;129.63;131.92;142.68;162.89;164.88;171.20;182.25;177.00
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"41-45 Jahre";181.76;178.65;170.89;175.64;180.50;191.37;202.52;203.14;204.32;208.01;203.26
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"46-50 Jahre";223.61;227.78;242.06;248.32;244.39;263.72;277.37;281.38;285.58;283.41;269.15
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"51-55 Jahre";258.95;253.19;253.85;266.98;287.85;331.37;345.58;359.04;367.88;369.79;364.16
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"56-60 Jahre";259.86;270.01;273.78;274.26;294.01;317.78;330.23;349.33;360.19;380.87;377.48
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"61-65 Jahre";294.32;293.61;290.35;279.28;282.72;309.29;320.17;337.59;356.26;356.49;357.31
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"66-70 Jahre";284.18;294.85;299.95;308.09;311.35;342.32;348.48;350.07;351.62;352.60;345.22
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"71-75 Jahre";248.28;245.45;256.68;273.76;287.83;330.36;342.93;360.97;368.13;375.85;350.24
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"76-80 Jahre";207.66;215.78;222.43;235.66;244.97;273.09;281.10;300.12;313.80;331.60;314.14
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"81-85 Jahre";141.58;146.76;159.80;160.56;178.93;197.59;205.28;213.76;233.86;237.76;227.43
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"86-90 Jahre";69.47;72.82;78.26;85.17;93.10;102.79;108.47;117.47;133.70;146.10;138.28
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"91-95 Jahre";18.34;21.21;25.06;27.45;33.03;37.67;39.20;42.20;51.82;53.32;56.67
"Absolutwert";"Rehabilitation";"Geschlecht - Total";"96 und mehr Jahre";3.93;4.40;4.19;5.29;6.31;7.08;7.57;8.85;10.73;12.96;13.29
"Absolutwert";"Rehabilitation";"Mann";"Altersklasse - Total";1140.84;1134.37;1166.31;1215.17;1279.12;1417.67;1491.51;1529.39;1588.92;1598.66;1564.50
"Absolutwert";"Rehabilitation";"Mann";"0-5 Jahre";16.72;14.54;15.55;14.36;18.79;16.80;15.77;12.78;14.55;14.43;13.64
"Absolutwert";"Rehabilitation";"Mann";"6-10 Jahre";31.84;35.54;34.60;35.73;41.24;37.63;36.60;31.37;33.97;34.13;33.93
"Absolutwert";"Rehabilitation";"Mann";"11-15 Jahre";25.70;27.35;24.65;25.23;26.10;27.03;31.93;31.34;34.79;32.72;31.85
"Absolutwert";"Rehabilitation";"Mann";"16-20 Jahre";29.46;28.49;30.65;31.11;29.86;31.84;39.95;39.23;40.87;38.33;37.48
"Absolutwert";"Rehabilitation";"Mann";"21-25 Jahre";28.22;31.06;31.63;32.32;34.02;36.24;43.04;41.31;46.52;39.56;37.47
"Absolutwert";"Rehabilitation";"Mann";"26-30 Jahre";32.43;29.55;30.68;32.04;34.70;37.24;47.30;46.77;50.60;47.11;47.74
"Absolutwert";"Rehabilitation";"Mann";"31-35 Jahre";34.85;38.33;34.99;40.77;46.23;48.54;56.75;51.51;56.98;55.76;54.41
"Absolutwert";"Rehabilitation";"Mann";"36-40 Jahre";53.58;43.12;44.20;50.38;49.11;55.76;63.06;61.81;64.77;70.61;64.86
"Absolutwert";"Rehabilitation";"Mann";"41-45 Jahre";70.84;70.51;64.83;71.13;70.86;72.82;78.80;77.98;80.90;80.47;77.74
"Absolutwert";"Rehabilitation";"Mann";"46-50 Jahre";87.18;85.02;94.24;96.03;90.98;101.31;109.33;110.26;110.91;110.82;103.85
"Absolutwert";"Rehabilitation";"Mann";"51-55 Jahre";108.95;105.55;102.93;107.98;114.81;138.98;142.23;145.97;148.73;144.77;149.72
"Absolutwert";"Rehabilitation";"Mann";"56-60 Jahre";115.45;117.00;119.88;121.36;129.39;140.96;147.23;157.82;157.68;163.50;164.70
"Absolutwert";"Rehabilitation";"Mann";"61-65 Jahre";129.67;129.10;131.07;124.77;128.09;141.59;140.19;154.92;167.39;160.27;163.84
"Absolutwert";"Rehabilitation";"Mann";"66-70 Jahre";126.41;126.23;127.61;135.75;136.99;152.91;155.85;153.05;149.20;156.74;153.18
"Absolutwert";"Rehabilitation";"Mann";"71-75 Jahre";95.53;97.58;105.40;114.00;123.79;142.24;146.89;153.89;157.42;159.67;149.90
"Absolutwert";"Rehabilitation";"Mann";"76-80 Jahre";78.78;79.46;83.95;90.31;99.44;113.22;111.33;125.17;124.58;132.86;126.70
"Absolutwert";"Rehabilitation";"Mann";"81-85 Jahre";47.67;49.10;56.95;56.16;65.14;76.81;77.17;81.18;89.15;89.29;86.36
"Absolutwert";"Rehabilitation";"Mann";"86-90 Jahre";21.91;20.35;24.73;26.82;28.97;32.57;35.38;39.39;43.58;49.33;47.66
"Absolutwert";"Rehabilitation";"Mann";"91-95 Jahre";4.86;5.23;6.90;7.74;9.36;11.36;10.89;11.29;13.88;15.02;16.50
"Absolutwert";"Rehabilitation";"Mann";"96 und mehr Jahre";0.79;1.24;0.87;1.17;1.24;1.79;1.85;2.34;2.44;3.28;2.97
"Absolutwert";"Rehabilitation";"Frau";"Altersklasse - Total";1622.69;1654.15;1667.39;1710.32;1800.58;1960.37;2068.80;2133.33;2233.62;2288.02;2205.18
"Absolutwert";"Rehabilitation";"Frau";"0-5 Jahre";10.62;9.04;8.57;9.06;11.75;13.23;9.60;8.27;9.41;8.62;9.12
"Absolutwert";"Rehabilitation";"Frau";"6-10 Jahre";13.03;15.46;14.39;14.93;14.91;16.43;17.64;15.66;18.12;15.46;15.76
"Absolutwert";"Rehabilitation";"Frau";"11-15 Jahre";22.09;20.39;20.17;22.11;25.05;25.94;33.33;32.46;33.99;32.71;30.07
"Absolutwert";"Rehabilitation";"Frau";"16-20 Jahre";37.77;36.03;36.46;36.39;38.72;45.77;50.78;48.19;54.35;51.66;46.11
"Absolutwert";"Rehabilitation";"Frau";"21-25 Jahre";40.64;40.78;43.32;47.29;48.49;50.30;52.60;54.59;56.61;57.19;54.79
"Absolutwert";"Rehabilitation";"Frau";"26-30 Jahre";50.49;49.36;45.65;48.02;58.58;64.98;70.55;70.76;72.79;75.61;70.00
"Absolutwert";"Rehabilitation";"Frau";"31-35 Jahre";65.55;62.03;58.17;66.03;74.35;78.96;82.70;89.68;89.90;92.36;93.67
"Absolutwert";"Rehabilitation";"Frau";"36-40 Jahre";78.59;82.94;82.70;79.25;82.81;86.91;99.83;103.06;106.44;111.65;112.14
"Absolutwert";"Rehabilitation";"Frau";"41-45 Jahre";110.92;108.14;106.06;104.50;109.63;118.55;123.72;125.16;123.42;127.54;125.52
"Absolutwert";"Rehabilitation";"Frau";"46-50 Jahre";136.43;142.76;147.82;152.30;153.41;162.41;168.04;171.12;174.67;172.59;165.30
"Absolutwert";"Rehabilitation";"Frau";"51-55 Jahre";150.01;147.64;150.92;159.00;173.04;192.39;203.35;213.06;219.16;225.03;214.44
"Absolutwert";"Rehabilitation";"Frau";"56-60 Jahre";144.41;153.00;153.89;152.91;164.62;176.82;183.00;191.51;202.51;217.38;212.78
"Absolutwert";"Rehabilitation";"Frau";"61-65 Jahre";164.65;164.51;159.28;154.51;154.62;167.69;179.98;182.67;188.87;196.23;193.47
"Absolutwert";"Rehabilitation";"Frau";"66-70 Jahre";157.77;168.63;172.34;172.34;174.36;189.41;192.63;197.02;202.42;195.86;192.04
"Absolutwert";"Rehabilitation";"Frau";"71-75 Jahre";152.76;147.87;151.29;159.76;164.04;188.12;196.04;207.08;210.70;216.18;200.34
"Absolutwert";"Rehabilitation";"Frau";"76-80 Jahre";128.89;136.32;138.48;145.35;145.53;159.87;169.77;174.95;189.22;198.74;187.44
"Absolutwert";"Rehabilitation";"Frau";"81-85 Jahre";93.91;97.66;102.85;104.40;113.80;120.77;128.11;132.57;144.71;148.46;141.08
"Absolutwert";"Rehabilitation";"Frau";"86-90 Jahre";47.56;52.47;53.53;58.35;64.13;70.22;73.10;78.08;90.11;96.77;90.62
"Absolutwert";"Rehabilitation";"Frau";"91-95 Jahre";13.48;15.98;18.16;19.71;23.66;26.31;28.32;30.90;37.94;38.30;40.16
"Absolutwert";"Rehabilitation";"Frau";"96 und mehr Jahre";3.14;3.15;3.32;4.12;5.07;5.29;5.73;6.51;8.29;9.68;10.32
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"Altersklasse - Total";12589.32;13256.77;13831.65;14255.11;14627.86;15129.31;15448.68;15942.85;16374.32;16769.36;17209.26
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"0-5 Jahre";24.94;25.69;29.29;27.03;24.93;25.62;25.83;31.14;30.38;32.61;97.27
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"6-10 Jahre";65.42;66.59;65.67;66.72;67.21;69.83;65.20;70.47;57.44;74.18;35.67
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"11-15 Jahre";166.35;158.69;152.32;152.93;156.49;163.28;155.96;151.15;72.88;156.32;321.94
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"16-20 Jahre";342.52;346.73;349.39;354.07;375.31;380.84;377.53;377.17;389.00;388.73;527.54
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"21-25 Jahre";264.27;277.67;290.08;300.88;316.70;332.43;332.08;353.24;376.80;365.33;318.00
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"26-30 Jahre";236.06;250.95;252.63;264.57;268.40;283.95;295.07;310.30;345.39;324.96;298.77
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"31-35 Jahre";244.03;249.12;257.57;258.53;252.09;264.23;272.60;281.39;311.46;294.82;313.83
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"36-40 Jahre";300.50;293.63;297.21;293.06;285.95;287.13;283.38;294.44;285.96;304.74;262.96
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"41-45 Jahre";333.81;343.73;352.24;356.13;351.10;360.98;352.43;350.30;327.36;361.35;345.17
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"46-50 Jahre";338.38;355.17;366.23;386.96;398.03;416.54;421.60;442.51;418.84;451.39;362.34
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"51-55 Jahre";332.23;357.37;371.09;394.31;410.07;435.70;442.99;470.03;521.41;487.64;435.29
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"56-60 Jahre";345.73;362.80;385.76;395.52;409.96;438.10;459.32;482.16;573.49;507.28;493.77
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"61-65 Jahre";376.08;397.33;422.67;440.38;456.39;472.26;482.88;506.32;526.09;533.58;549.54
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"66-70 Jahre";442.48;474.08;511.22;539.55;562.16;579.77;593.41;603.36;591.62;607.90;608.52
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"71-75 Jahre";652.12;662.50;703.84;732.99;769.71;820.14;871.81;923.04;965.03;979.23;990.76
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"76-80 Jahre";1209.53;1220.07;1270.86;1284.09;1307.25;1334.89;1359.46;1396.33;1448.30;1513.43;1595.14
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"81-85 Jahre";2076.19;2140.38;2216.82;2231.21;2264.42;2312.80;2352.80;2402.32;2446.65;2466.16;2497.29
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"86-90 Jahre";2604.30;2755.01;2876.59;2915.48;2963.12;3048.12;3113.18;3171.86;3244.89;3322.88;3394.40
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"91-95 Jahre";1577.38;1789.56;1929.56;2102.70;2203.34;2311.63;2354.12;2418.13;2481.98;2562.38;2665.08
"Absolutwert";"Langzeitpflege";"Geschlecht - Total";"96 und mehr Jahre";657.01;729.70;730.61;758.01;785.22;791.08;837.04;907.18;959.35;1034.46;1095.96
"Absolutwert";"Langzeitpflege";"Mann";"Altersklasse - Total";4338.80;4556.12;4777.24;4959.41;5125.86;5333.82;5458.41;5695.85;5873.22;6090.31;6312.01
"Absolutwert";"Langzeitpflege";"Mann";"0-5 Jahre";12.71;14.89;16.37;14.75;13.81;14.92;14.88;19.17;14.82;19.89;26.69
"Absolutwert";"Langzeitpflege";"Mann";"6-10 Jahre";41.67;42.40;41.12;41.66;44.52;43.71;41.55;43.71;33.44;46.19;11.99
"Absolutwert";"Langzeitpflege";"Mann";"11-15 Jahre";102.19;100.56;95.53;96.08;99.10;103.30;99.25;97.70;41.73;100.68;246.43
"Absolutwert";"Langzeitpflege";"Mann";"16-20 Jahre";201.15;201.94;201.08;208.39;227.52;226.56;224.51;231.02;254.88;237.98;346.94
"Absolutwert";"Langzeitpflege";"Mann";"21-25 Jahre";156.41;164.28;172.34;174.13;183.66;186.80;189.08;201.36;227.74;206.75;156.38
"Absolutwert";"Langzeitpflege";"Mann";"26-30 Jahre";139.95;148.38;151.28;156.60;160.04;168.60;171.23;181.77;201.10;191.17;183.12
"Absolutwert";"Langzeitpflege";"Mann";"31-35 Jahre";146.03;146.56;151.52;152.00;145.22;152.27;159.51;164.79;173.07;171.29;176.77
"Absolutwert";"Langzeitpflege";"Mann";"36-40 Jahre";178.47;173.40;176.22;175.58;168.52;165.78;162.50;168.52;164.54;175.83;163.08
"Absolutwert";"Langzeitpflege";"Mann";"41-45 Jahre";191.92;192.54;199.32;203.99;200.78;204.58;201.93;200.29;179.61;204.95;192.17
"Absolutwert";"Langzeitpflege";"Mann";"46-50 Jahre";190.49;203.01;208.65;219.62;222.10;230.34;226.29;238.12;225.64;244.31;203.25
"Absolutwert";"Langzeitpflege";"Mann";"51-55 Jahre";179.85;191.17;204.28;215.08;226.59;240.58;242.74;253.22;269.72;262.03;225.16
"Absolutwert";"Langzeitpflege";"Mann";"56-60 Jahre";184.89;192.12;202.00;209.82;215.60;230.35;244.84;258.88;312.26;273.85;263.24
"Absolutwert";"Langzeitpflege";"Mann";"61-65 Jahre";189.22;205.86;217.65;223.74;235.08;241.94;245.59;259.41;266.68;274.54;285.24
"Absolutwert";"Langzeitpflege";"Mann";"66-70 Jahre";204.61;220.75;239.03;254.65;267.96;272.47;279.10;288.82;274.49;294.09;298.67
"Absolutwert";"Langzeitpflege";"Mann";"71-75 Jahre";269.94;272.37;294.82;311.23;329.27;349.87;373.57;394.19;417.95;430.92;445.14
"Absolutwert";"Langzeitpflege";"Mann";"76-80 Jahre";409.47;426.79;444.65;452.72;472.48;486.27;491.81;515.17;540.20;582.25;614.66
"Absolutwert";"Langzeitpflege";"Mann";"81-85 Jahre";551.15;584.86;618.22;642.82;661.32;690.29;712.86;740.73;767.21;780.35;798.09
"Absolutwert";"Langzeitpflege";"Mann";"86-90 Jahre";582.45;614.84;651.00;673.62;695.57;739.12;769.84;792.96;833.68;873.67;910.38
"Absolutwert";"Langzeitpflege";"Mann";"91-95 Jahre";304.37;347.19;379.76;414.68;433.58;460.03;472.50;499.79;518.37;544.54;576.56
"Absolutwert";"Langzeitpflege";"Mann";"96 und mehr Jahre";101.88;112.21;112.39;118.24;123.14;126.05;134.82;146.24;156.08;175.05;188.06
"Absolutwert";"Langzeitpflege";"Frau";"Altersklasse - Total";8250.52;8700.65;9054.41;9295.71;9502.00;9795.49;9990.27;10247.00;10501.10;10679.05;10897.25
"Absolutwert";"Langzeitpflege";"Frau";"0-5 Jahre";12.24;10.80;12.91;12.28;11.12;10.69;10.94;11.97;15.56;12.72;70.58
"Absolutwert";"Langzeitpflege";"Frau";"6-10 Jahre";23.75;24.19;24.55;25.06;22.69;26.12;23.65;26.77;24.00;27.99;23.68
"Absolutwert";"Langzeitpflege";"Frau";"11-15 Jahre";64.15;58.13;56.79;56.86;57.39;59.97;56.71;53.44;31.15;55.64;75.51
"Absolutwert";"Langzeitpflege";"Frau";"16-20 Jahre";141.37;144.79;148.32;145.67;147.80;154.29;153.02;146.15;134.12;150.74;180.60
"Absolutwert";"Langzeitpflege";"Frau";"21-25 Jahre";107.86;113.40;117.74;126.75;133.04;145.63;142.99;151.88;149.06;158.58;161.62
"Absolutwert";"Langzeitpflege";"Frau";"26-30 Jahre";96.11;102.57;101.35;107.97;108.36;115.35;123.84;128.54;144.29;133.79;115.65
"Absolutwert";"Langzeitpflege";"Frau";"31-35 Jahre";98.00;102.57;106.05;106.52;106.87;111.96;113.09;116.60;138.39;123.53;137.06
"Absolutwert";"Langzeitpflege";"Frau";"36-40 Jahre";122.03;120.23;120.99;117.49;117.43;121.35;120.88;125.92;121.42;128.91;99.88
"Absolutwert";"Langzeitpflege";"Frau";"41-45 Jahre";141.89;151.18;152.92;152.14;150.32;156.40;150.50;150.01;147.74;156.40;153.00
"Absolutwert";"Langzeitpflege";"Frau";"46-50 Jahre";147.89;152.16;157.59;167.34;175.93;186.19;195.31;204.39;193.19;207.09;159.10
"Absolutwert";"Langzeitpflege";"Frau";"51-55 Jahre";152.38;166.19;166.82;179.23;183.48;195.12;200.25;216.81;251.69;225.62;210.13
"Absolutwert";"Langzeitpflege";"Frau";"56-60 Jahre";160.84;170.68;183.76;185.69;194.36;207.75;214.48;223.28;261.23;233.43;230.54
"Absolutwert";"Langzeitpflege";"Frau";"61-65 Jahre";186.86;191.47;205.03;216.64;221.31;230.33;237.30;246.91;259.41;259.04;264.30
"Absolutwert";"Langzeitpflege";"Frau";"66-70 Jahre";237.87;253.33;272.18;284.90;294.20;307.30;314.31;314.54;317.13;313.81;309.84
"Absolutwert";"Langzeitpflege";"Frau";"71-75 Jahre";382.18;390.13;409.02;421.77;440.44;470.27;498.23;528.84;547.09;548.32;545.62
"Absolutwert";"Langzeitpflege";"Frau";"76-80 Jahre";800.06;793.28;826.21;831.37;834.78;848.63;867.65;881.16;908.09;931.18;980.48
"Absolutwert";"Langzeitpflege";"Frau";"81-85 Jahre";1525.04;1555.51;1598.60;1588.39;1603.10;1622.51;1639.94;1661.60;1679.45;1685.81;1699.20
"Absolutwert";"Langzeitpflege";"Frau";"86-90 Jahre";2021.85;2140.17;2225.59;2241.86;2267.55;2309.00;2343.34;2378.90;2411.21;2449.21;2484.02
"Absolutwert";"Langzeitpflege";"Frau";"91-95 Jahre";1273.00;1442.38;1549.80;1688.01;1769.76;1851.61;1881.61;1918.34;1963.61;2017.83;2088.52
"Absolutwert";"Langzeitpflege";"Frau";"96 und mehr Jahre";555.14;617.49;618.22;639.76;662.08;665.03;702.23;760.94;803.26;859.41;907.90
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"Altersklasse - Total";3322.22;3716.59;3966.27;4414.05;4766.94;5037.25;5552.55;6028.43;6188.39;6675.70;6772.73
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"0-5 Jahre";106.57;123.76;134.69;145.70;154.80;161.86;182.16;202.87;216.94;240.13;251.85
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"6-10 Jahre";82.54;95.44;103.06;112.53;120.58;126.76;144.73;161.24;174.53;194.43;207.17
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"11-15 Jahre";96.89;110.21;117.07;125.77;132.18;137.73;152.90;170.36;181.95;202.32;215.26
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"16-20 Jahre";139.19;154.30;163.98;177.18;188.48;199.85;221.41;238.46;245.49;264.27;266.10
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"21-25 Jahre";161.13;181.49;197.02;218.09;232.43;239.93;262.32;280.87;288.36;309.71;311.93
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"26-30 Jahre";195.49;217.09;232.61;256.64;278.65;295.01;330.20;361.40;377.10;403.13;403.55
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"31-35 Jahre";217.33;243.33;261.75;292.15;316.21;335.93;376.76;410.44;425.20;460.11;466.60
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"36-40 Jahre";230.56;251.35;263.09;289.84;310.19;326.92;368.38;403.88;420.51;454.03;461.47
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"41-45 Jahre";252.76;276.85;290.59;315.21;330.34;339.98;369.44;395.37;402.45;431.11;437.50
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"46-50 Jahre";265.62;301.71;323.60;359.09;381.32;395.39;426.39;453.74;452.92;475.44;473.29
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"51-55 Jahre";252.98;286.99;311.43;355.03;391.84;419.08;465.95;507.92;513.78;548.36;548.86
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"56-60 Jahre";244.41;269.74;289.01;325.50;355.70;382.18;424.50;464.94;479.53;527.29;543.95
