"Szenario-Variante";"Staatsangehörigkeit (Kategorie)";"Geschlecht";"Altersklasse";"Jahr";"Bevölkerungsstand am 31. Dezember"
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2032";301638
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2033";296281
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2034";291483
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2035";287568
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2036";284635
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2037";283766
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2038";284171
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2039";286075
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2040";290057
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2041";293741
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2042";298123
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2043";301520
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2044";304755
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2045";307180
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2046";310067
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2047";311924
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2048";316068
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2049";319143
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2050";322490
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2051";325051
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2052";327824
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2053";327397
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2054";326616
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2055";324797
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2056";323421
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2057";321187
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2058";320126
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2059";319250
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2060";318777
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2061";316431
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2062";314871
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2063";313467
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2064";312909
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2065";311971
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2066";312704
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2067";313753
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2068";315271
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2069";316450
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"60-64 Jahre";"2070";318583
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2019";223108
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2020";225301
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2021";230211
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2022";235272
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2023";241118
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2024";247986
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2025";255427
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2026";262990
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2027";270579
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2028";279561
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2029";288086
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2030";294189
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2031";299056
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2032";301502
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2033";301507
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2034";299121
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2035";296202
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2036";292560
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2037";288025
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2038";282830
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2039";278152
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2040";274281
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2041";271339
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2042";270390
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2043";270678
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2044";272441
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2045";276208
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2046";279687
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2047";283851
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2048";287084
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2049";290161
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2050";292478
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2051";295269
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2052";297058
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2053";301056
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2054";304038
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2055";307281
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2056";309774
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2057";312483
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2058";312103
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2059";311371
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2060";309633
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2061";308311
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2062";306148
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2063";305117
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2064";304259
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2065";303800
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2066";301530
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2067";300029
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2068";298685
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2069";298159
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"65-69 Jahre";"2070";297260
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2019";210500
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2020";212017
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2021";210534
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2022";210665
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2023";210493
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2024";212228
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2025";214471
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2026";219225
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2027";224169
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2028";229827
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2029";236448
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2030";243598
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2031";250883
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2032";258150
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2033";266769
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2034";274941
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2035";280819
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2036";285500
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2037";287876
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2038";287919
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2039";285701
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2040";282945
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2041";279501
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2042";275175
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2043";270224
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2044";265760
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2045";262063
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2046";259249
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2047";258346
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2048";258629
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2049";260351
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2050";263997
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2051";267356
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2052";271380
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2053";274523
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2054";277504
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2055";279777
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2056";282514
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2057";284292
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2058";288188
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2059";291128
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2060";294316
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2061";296780
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2062";299445
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2063";299130
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2064";298460
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2065";296828
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2066";295596
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2067";293549
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2068";292583
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2069";291784
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"70-74 Jahre";"2070";291368
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2019";174540
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2020";180418
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2021";186099
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2022";190055
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2023";192994
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2024";194346
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2025";195926
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2026";194789
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2027";195139
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2028";195223
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2029";197041
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2030";199343
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2031";203927
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2032";208737
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2033";214182
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2034";220528
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2035";227347
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2036";234314
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2037";241248
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2038";249462
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2039";257244
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2040";262873
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2041";267378
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2042";269728
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2043";269893
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2044";267965
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2045";265497
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2046";262384
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2047";258409
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2048";253839
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2049";249732
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2050";246330
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2051";243767
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2052";242999
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2053";243355
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2054";245076
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2055";248618
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2056";251878
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2057";255770
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2058";258816
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2059";261718
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2060";263969
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2061";266666
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2062";268448
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2063";272242
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2064";275129
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2065";278250
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2066";280670
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2067";283276
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2068";283043
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2069";282461
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"75-79 Jahre";"2070";280960
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2019";129543
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2020";131268
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2021";134778
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2022";139977
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2023";145730
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2024";151668
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2025";157099
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2026";162375
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2027";166153
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2028";169051
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2029";170543
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2030";172208
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2031";171535
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2032";172170
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2033";172593
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2034";174526
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2035";176905
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2036";181246
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2037";185861
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2038";191000
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2039";196958
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2040";203316
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2041";209838
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2042";216320
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2043";223970
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2044";231238
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2045";236550
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2046";240818
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2047";243144
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2048";243499
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2049";242014
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2050";239977
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2051";237373
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2052";233931
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2053";229965
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2054";226410
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2055";223470
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2056";221321
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2057";220801
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2058";221287
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2059";223044
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2060";226453
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2061";229576
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2062";233279
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2063";236185
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2064";238961
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2065";241163
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2066";243780
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2067";245554
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2068";249173
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2069";251948
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"80-84 Jahre";"2070";254930
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"85-89 Jahre";"2019";92015
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"85-89 Jahre";"2020";93434
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"85-89 Jahre";"2021";95065
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"85-89 Jahre";"2022";96000
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"85-89 Jahre";"2023";97473
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"85-89 Jahre";"2024";99091
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"85-89 Jahre";"2025";100890
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"85-89 Jahre";"2026";104135
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"85-89 Jahre";"2027";108682
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"85-89 Jahre";"2028";113684
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"85-89 Jahre";"2029";118807
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"85-89 Jahre";"2030";123468
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"85-89 Jahre";"2031";128081
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"85-89 Jahre";"2032";131491
"Referenzszenario A-00-2020";"Staatsangehörigkeit - Total";"Frau";"85-89 Jahre";"2033";134246
